UniProt Accession Number,Reagent Type,Target Name / Protein Biomarker,Target Species,Host Organism,Isotype,Clonality,Vendor,Catalog Number,Conjugate,RRID,Availability,Method,Tissue Preservation,Target Tissue,Tissue State,Detergent,Antigen Retrieval Conditions,Dye Inactivation Conditions,Recommend,Agree,Disagree,Contributor,Image Files,Captions,MD5
P20693,Primary Antibody,CD23,Mouse,Rat,IgG2a,B3B4,BioLegend,101611,AF647,AB_493479,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967;0000-0002-8909-5039,NA,0000-0003-4379-8967,PD-1_BV421/Mouse_Lymph_Node_PD1_CD23_IgD.jpg;CD23_AF647/CD23_AF647_Grey_Mouse_LN_2_Large.jpg;CD23_AF647/CD23_AF647_Grey_Mouse_LN_1_Large.jpg,"Mouse lymph node: PD-1 (green, catalog number 135218), CD23 (magenta, catalog number 101611), and IgD (blue, catalog number 405718);Mouse (naive) lymph node: CD23 (grey, catalog number 101611);Mouse (immunized) lymph node: CD23 (grey, catalog number 101611)",06dd760dcf364af612d140d5289358d8;3c6684993361eb1aa6a61f6054b2fd2b;1e9203e92c26bf6b151ad4872c24a7c7
Q64287,Primary Antibody,IRF4,Mouse,Rat,IgG1,3.E.4,Thermo Fisher Scientific,11-9858-82,FITC,AB_2572538,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 30 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q920G3,Primary Antibody,SiglecF,Mouse,Rat,IgG2a,E50-2440,BD Biosciences,552126,PE,AB_394341,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q02650,Primary Antibody,Pax5,Mouse,Rat,IgG2a,1H9,BioLegend,649704,AF647,AB_2562425,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967;0000-0002-1461-0999,NA,0000-0003-4379-8967,CD21_Pacific_Blue/Mouse_Lymph_Node_CD21_Pax5.jpg;Pax5_AF647/Pax5_AF647_Margenta_CD3_AF488_Cyan_Mouse_LN.jpg,"Mouse lymph node: CD21 (purple, catalog number 123413) and Pax5 (cyan, catalog number 649704);Mouse lymph node: Pax5 (magenta, catalog number 649704) and CD3 (cyan, catalog number 100210)",17b824f35ee512d588678dbbb8113411;74a7a3125d784c1bdcc0f84fad9f96dc
NA,Primary Antibody,GL7,Mouse,Rat,IgM,GL7,BD Biosciences,561530,PE,AB_10715834,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,MHC-II,Mouse,Rat,IgG2b,M5/114.15.2,BioLegend,107631,BV421,AB_10900075,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD3_AF594/Mouse_Lymph_Node_CD3_MHCII.jpg,"Mouse lymph node: CD3 (cyan, catalog number 100240) and MHCII (blue, catalog number 107631)",d5b2ad166ccc421d158c0c173dd2f257
NA,Primary Antibody,IgD,Mouse,Rat,IgG2a,11-26c.2a,BioLegend,405718,AF488,AB_10730619,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P06800,Primary Antibody,CD45,Mouse,Rat,IgG2b,30-F11,BioLegend,103124,AF647,AB_493533,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD45_AF647/Mouse_Lymph_Node_CD45.jpg,Mouse lymph node: CD45 (catalog number 103124),10d4776001659a0f189157289c53f880
P07766,Primary Antibody,CD3,Human,Mouse,IgG1,UCHT1,Thermo Fisher Scientific,58-0038-42,AF532,AB_11218675,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P16422,Primary Antibody,EpCAM,Human,Mouse,IgG2b,9C4,BioLegend,324228,AF594,AB_2563209,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Metastatic,0.3% Triton-X-100,NA,1 mg/ml LiBH4 for more than 120 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD4_AF700/Human_Metastatic_Lymph_Node_CD4_EpCAM.jpg,"Human lymph node metastatic: CD4 (blue, catalog number 300526) and EpCAM (red, catalog number 324228)",e5b83a0649c14159e6c959076b3d3e45
P01730,Primary Antibody,CD4,Human,Mouse,IgG1,RPA-T4,BioLegend,300526,AF700,AB_493743,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Metastatic,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD4_AF700/Human_Metastatic_Lymph_Node_CD4_EpCAM.jpg,"Human lymph node metastatic: CD4 (blue, catalog number 300526) and EpCAM (red, catalog number 324228)",e5b83a0649c14159e6c959076b3d3e45
P08575,Primary Antibody,CD45,Human,Mouse,IgG1,HI30,Thermo Fisher Scientific,58-0459-41,AF532,AB_11218084,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,Metastatic,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01903,Primary Antibody,HLA-DR,Human,Mouse,IgG2a,L243,BioLegend,307619,AF488,AB_493176,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,HLA-DR_AF488/Human_LN_CD69_HLA-DR.jpg,"Human lymph node: HLA-DR (cyan, catalog number 307620) and CD69 (red, catalog number 310918)",fea79ec9a1c4fb87a4d139d3780d627c
P01730,Primary Antibody,CD4,Human,Mouse,IgG1,RPA-T4,Thermo Fisher Scientific,58-0049-42,AF532,AB_2802361,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD4_AF532/CD4_AF532_Thermo_58-0049-42_CD8_AF488_BioLegend_344716.jpg,"Human lymph node: CD4 (cyan, catalog number 58-0049-42) and CD8 (red, catalog number 561525)",426ac951d0aab413cd12809b58efb545
P10721,Primary Antibody,CD117,Human,Mouse,IgG1,104D2,BioLegend,313234,AF488,AB_2566221,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD35_PE/Human_LN_CD117_CD66b_CD35.jpg;CD117_AF488/Human_LN_CD117_CD39_CD94.jpg,"Human lymph node: CD35 (blue, catalog number 333406), CD117 (yellow, catalog number 313234), and CD66b (magenta, catalog number 305110);Human lymph node: CD117 (cyan, catalog number 313234), CD39 (blue, catalog number 328208), and CD94 (magenta, catalog number 305506)",023506eb6735c69d4bc01277463b3053;14499695615e98b68d103a3758815e59
Q8TDQ0,Primary Antibody,Tim-3,Human,Rat,IgG2a,344823,R&D Systems,MAB2365 (Unconjugated),AF532,NA,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q6ICW0,Primary Antibody,CXCL12,Human,Mouse,IgG1,79018,R&D Systems,MAB350-500 (Unconjugated),AF532,NA,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,TCR gamma delta,Human,Mouse,IgG1,B1,BioLegend,331210,PE,AB_1089218,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P51884,Primary Antibody,Lumican,Human,Goat,IgG,Polyclonal,R&D Systems,AF2846 (Unconjugated),AF532,NA,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CXCL13_AF532/CXCL13_RD_AF801_Lumican_RD_AF2846.jpg,"Human lymph node: CXCL13 (blue, catalog number AF801) and Lumican (magenta, catalog number AF2846)",efd0547ca9e04af1105cffb953ac2736
P31997,Primary Antibody,CD66b,Human,Mouse,IgM,G10F5,BioLegend,305110,AF647,AB_2563171,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q13740,Primary Antibody,CD166,Human,Rabbit,IgG,EPR2759,Abcam,ab197543,AF488,AB_2889210,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P02751,Primary Antibody,Fibronectin,Human,Mouse,IgG1,2F4,Novus Biologicals,NBP2-22113AF532,AF532,NA,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P55772,Primary Antibody,CD39,Human,Mouse,IgG1,A1,BioLegend,328208,PE,AB_940429,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD117_AF488/Human_LN_CD117_CD39_CD94.jpg;CD39_PE/CD39_PE_BioLegend_328208_CD35_PE_BioLegend_333406.jpg,"Human lymph node: CD117 (cyan, catalog number 313234), CD39 (blue, catalog number 328208), and CD94 (magenta, catalog number 305506);Human lymph node: CD39 (red, catalog number 328208) and CD35 (cyan, catalog number 333406)",14499695615e98b68d103a3758815e59;f1a75fc2a4356c6db02095a8bc27c360
Q9UEW3,Primary Antibody,MARCO,Human,Rabbit,IgG,Polyclonal,Thermo Fisher Scientific,PA5-64134,Unconjugated,AB_2643767,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q13241,Primary Antibody,CD94,Human,Mouse,IgG1,DX22,BioLegend,305506,PE,AB_314536,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P16422,Primary Antibody,EpCAM,Human,Mouse,IgG2b,9C4,BioLegend,324212,AF647,AB_756086,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01877,Primary Antibody,IgA2,Human,Mouse,IgG1,A9604D2,SouthernBiotech,9140-30,AF488,AB_2796665,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01876,Primary Antibody,IgA1,Human,Mouse,IgG1,B3506B4,SouthernBiotech,9130-31,AF647,AB_2796658,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P08670,Primary Antibody,Vimentin,Human,Mouse,IgG2a,O91D3,BioLegend,677802 (Unconjugated),AF532,AB_2892753,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,DC-SIGN_AF647/DCSIGN_AF647_BioLegend_330112_Vimentin_AF532_BioLegend.jpg,"Human lymph node: DC-SIGN (magenta, catalog number 330112) and Vimentin (yellow, based on catalog number 677802)",12b18b4505b9e8e3c552aa8a76f919a6
Q15661,Primary Antibody,Tryptase,Human,Mouse,IgG1,AA1,Abcam,ab2378,Unconjugated,AB_303023,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P02533,Primary Antibody,Cytokeratin 14,Human,Chicken,IgY,Poly9060,BioLegend,906004,Unconjugated,AB_2616962,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Secondary Antibody,Chicken IgY (H&L),Human,Donkey,IgG,Polyclonal,Thermo Fisher Scientific,SA1-72000,FITC,AB_923386,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 30 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Zenon Labeling Kit,Mouse IgG1,Human,NA,Fab2,Polyclonal,Thermo Fisher Scientific,Z25011,AF700,NA,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q9ERD7,Primary Antibody,Tubulin beta-3 chain,Mouse,Mouse,IgG2a,AA10,BioLegend,657412,BV421,AB_2632699,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,B220,Mouse,Rat,IgG2a,RA3-6B2,BioLegend,103251,BV421,AB_2562905,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,B220,Mouse,Rat,IgG2a,RA3-6B2,Thermo Fisher Scientific,58-0452-82,AF532,AB_11218492,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,B220,Mouse,Rat,IgG2a,RA3-6B2,Thermo Fisher Scientific,41-0452-80,eF570,AB_2573598,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,B220,Mouse,Rat,IgG2a,RA3-6B2,Thermo Fisher Scientific,42-0452-82,eF615,AB_10852702,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 for more than 120 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,B220,Mouse,Rat,IgG2a,RA3-6B2,BioLegend,103232,AF700,AB_493717,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P22646,Primary Antibody,CD3,Mouse,Rat,IgG2b,17A2,BioLegend,100228,BV421,AB_2562553,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P22646,Primary Antibody,CD3,Mouse,Rat,IgG2b,17A2,BioLegend,100234,BV510,AB_2562555,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P22646,Primary Antibody,CD3,Mouse,Rat,IgG2b,17A2,BioLegend,100210,AF488,AB_389301,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967;0000-0002-1461-0999,NA,0000-0003-4379-8967,CD3_AF488/CD3_488_Grey_Mouse_LN.jpg,"Mouse lymph node: CD3 (grey, catalog number 100210)",87f4c2106f8e91275784e64caca088b7
P22646,Primary Antibody,CD3,Mouse,Rat,IgG2b,17A2,BioLegend,100205,PE,AB_312662,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P06332,Primary Antibody,CD4,Mouse,Rat,IgG2b,GK1.5,BioLegend,100449,BV510,AB_2564587,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,0000-0002-1461-0999,0000-0003-4379-8967,CD4_BV510/CD4_BV510_Grey_Mouse_LN.jpg,"Mouse lymph node: CD4 (grey, catalog number 100443)",ffaa812ed72823857aed78d747ba0306
P06332,Primary Antibody,CD4,Mouse,Rat,IgG2a,RM4-5,BD Biosciences,557667,AF488,AB_396779,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01731,Primary Antibody,CD8,Mouse,Rat,IgG2a,53-6.7,BioLegend,100752,BV510,AB_2563057,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01731,Primary Antibody,CD8,Mouse,Rat,IgG2a,53-6.7,BioLegend,100723,AF488,AB_389304,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01731,Primary Antibody,CD8,Mouse,Rat,IgG2a,53-6.7,BD Biosciences,553032,PE,AB_394571,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P01731,Primary Antibody,CD8,Mouse,Rat,IgG2a,53-6.7,BioLegend,100758,AF594,AB_2563237,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 for more than 120 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P24788,Primary Antibody,CD11b,Mouse,Rat,IgG2b,5C6,Bio-Rad,MCA711PE,PE,AB_323678,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q9QXH4,Primary Antibody,CD11c,Mouse,Armenian Hamster,IgG,N418,Thermo Fisher Scientific,MCD11c20,AF488,AB_10373244,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967;0000-0002-1461-0999,NA,0000-0003-4379-8967,CD11c_AF488/CD11c_AF488_Grey_Mouse_LN.jpg,"Mouse lymph node: CD11c (grey, catalog number MCD11c20)",ee6003913fbc784cae4f0881658c1ff3
Q08481,Primary Antibody,CD31,Mouse,Rat,IgG2a,MEC13.3,BioLegend,102514,AF488,AB_2161031,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P06800,Primary Antibody,CD45,Mouse,Rat,IgG2b,30-F11,BioLegend,103134,BV421,AB_2562559,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P06800,Primary Antibody,CD45,Mouse,Rat,IgG2b,30-F11,BioLegend,103138,BV510,AB_2563061,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes + light,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P06800,Primary Antibody,CD45,Mouse,Rat,IgG2b,30-F11,BioLegend,103122,AF488,AB_493531,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P06800,Primary Antibody,CD45,Mouse,Rat,IgG2b,30-F11,Thermo Fisher Scientific,58-0451-82,AF532,AB_11218871,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P31996,Primary Antibody,CD68,Mouse,Rat,IgG2a,FA-11,BioLegend,137011,AF488,AB_2074847,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
P18828,Primary Antibody,CD138,Mouse,Rat,IgG2a,281-2,BioLegend,142526,AF647,AB_2566239,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q62230,Primary Antibody,CD169,Mouse,Rat,IgG2a,3D6.112,Bio-Rad,MCA884F,FITC,AB_324246,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 30 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q62230,Primary Antibody,CD169,Mouse,Rat,IgG2a,3D6.112,BioLegend,142416,AF594,AB_2565620,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 for more than 120 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q9JLM8,Primary Antibody,DCAMKL1,Mouse,Rabbit,IgG,Polyclonal,Abcam,ab37994,Unconjugated,AB_873538,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Small Intestine,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,F4/80,Mouse,Rat,IgG2a,BM8,Thermo Fisher Scientific,12-4801-82,PE,AB_465923,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,F4/80,Mouse,Rat,IgG2a,BM8,BioLegend,123122,AF647,AB_893480,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
NA,Primary Antibody,F4/80,Mouse,Rat,IgG2a,BM8,BioLegend,123130,AF700,AB_2293450,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
Q99JB6,Primary Antibody,FOXP3,Mouse,Rat,IgG2a,FJK-16s,Thermo Fisher Scientific,53-5773-82,AF488,AB_763537,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,NA,NA,NA
